Id,FIPS_County,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,FIPS_State,State,State_Abbr,County,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,Impact Source
57375,6071,"Preserve in San Bernardino County, California closed for high fire danger","The North Etiwanda Preserve, north of Rancho Cucamonga, will be closed from July 1 through July 5, due to “high fire danger.”
San Bernardino Sun (Calif.), June 29, 2022",7/1/2022,7/5/2022,reported,6/30/2022,County,6,California,CA,San Bernardino County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57375
57368,6037,"Caution urged with fireworks in Los Angeles County, California","Los Angeles County firefighters were on heightened alert, due to drought and the upcoming Fourth of July weekend. Residents were urged to be sensible with fireworks, avoid the illegal ones, and use the 'safe and sane' fireworks carefully to avoid sparking a fire. 
KABC-TV ABC 7 Los Angeles (Calif.), June 27, 2022",6/27/2022,7/4/2022,reported,6/29/2022,County,6,California,CA,Los Angeles County,0,0,0,0,1,0,1,0,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57368
57329,6009,California Triathlon canceled at New Melones Lake,"The 2022 California Triathlon scheduled for June 12 was canceled due to low water levels at New Melones Lake, which was at 34% of capacity. 
The Wall Street Journal (New York), June 19, 2022",6/12/2022,6/12/2022,reported,6/20/2022,County,6,California,CA,Calaveras County,0,0,0,0,0,0,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57329
57319,6013,"Temporary drought surcharge for Contra Costa Water District, California","Contra Costa Water District’s Board of Directors approved a temporary drought surcharge as part of its Drought Management Program. The 15% surcharge will take effect July 1 to promote conservation and to recoup costs related to the ongoing drought. 
The Drought Management Program also offers a credit for households using 200 gallons per day or less.
East County Today (Antioch, Calif.), June 16, 2022",6/15/2022,12/31/2022,reported,6/16/2022,County,6,California,CA,Contra Costa County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57319
57317,6019,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Fresno County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6029,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Kern County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6031,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Kings County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6039,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Madera County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6047,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Merced County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6077,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,San Joaquin County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6099,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Stanislaus County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57317,6107,Drought and increased agricultural burning worsens air quality in California's San Joaquin Valley,"Drought has led numerous growers in California to tear out orchards or vineyards because they do not have enough water or want to grow something else that needs less water. The cheapest way to get rid of the agricultural waste is to burn it, which many growers do rather than having the waste ground into mulch. 
The practice of burning agricultural waste has harmed air quality in the San Joaquin Valley, due to drought with more farmers burning and also due to the geography of the area that does not easily allow air pollution to escape.
Los Angeles Times (Calif.), June 11, 2022",6/11/2022,7/11/2022,estimated,6/14/2022,County,6,California,CA,Tulare County,0,1,0,0,1,0,1,1,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57317
57312,6037,"Sheep Fire forced evacuations in Los Angeles County, California","Communities in California’s San Gabriel Mountains were ordered to evacuate ahead of the Sheep Fire, which began on June 11 in the Angeles National Forest. The blaze continued to burn in dense vegetation and steep terrain amid erratic winds.  Through the morning of June 13, the fire consumed 990 acres. 
Reuters (New York), June 13, 2022",6/11/2022,7/11/2022,estimated,6/13/2022,County,6,California,CA,Los Angeles County,0,0,0,0,1,0,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57312
57295,6065,Hiking trail closed in Joshua Tree National Park in Southern California,"A popular hiking trail to an oasis in Joshua Tree National Park was temporarily closed beginning June 1 to allow bighorn sheep undisturbed access to water. The extreme drought in the region makes the wildlife dependent on the Fortynine Palms Oasis spring on the north side of the park for survival during the hot months. The hiking trail will reopen when enough monsoon rain has fallen to offer more water sources for the bighorn.
Associated Press News (New York), June 7, 2022",6/1/2022,7/1/2022,estimated,6/7/2022,County,6,California,CA,Riverside County,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57295
